
30.10;День тренера.  Всемирный день жизни.  День мокрых корок.  День улыбающихся каменных львов. 
31.10;День красной рябины и прилетевших синиц.  День книг для удовольствия.  День тёмной материи.  Всемирный день экономии.  День «Напугай друга». 
01.11;День кухонного припивания.  День гадания на кофейной гуще.  День «Раскрасьте мир в оранжевый цвет».  День менеджера в России.  День «Откажитесь от своих обязанностей». 
02.11;Праздник мутных глаз.  День кормления птиц овсяным печеньем.  День «Станьте экстрасенсом». 
03.11;День хранения тайны.  Всемирный день медузы.  Всемирный день косплея.  День клише. 
04.11;День заботы о себе.  День рождения кассового аппарата.  День царя Тутанхамона. 
05.11;День рассматривания старых фотографий.  День рождения Останкинской телебашни. 
06.11;Всемирный день мужчин.  День поиска центра города.  День винного туризма.  Всемирный день без бумаги. 
07.11;День холодца.  День рисования на запотевшем cтекле.  Международный день вина «Мерло». 
08.11;День исполнения желаний.  День первых признаков зимы.  Международный день пианиста.  Всемирный день без Wi-Fi. 
09.11;День дарения огня семи греющим свечкам.  День вечно живого хаоса.  День рождения неоновой рекламы. 
10.11;Всемирный день молодёжи.  Международный день бухгалтерии.  День просмотра чёрно-белого фильма.  Всемирный день науки за мир и развитие. 
11.11;Праздник заквашенных.  Всемирный день курицы.  День написания бумажных писем.  Международный день фитнеса.  Всемирный день качества. 
12.11;День творческих осуществлений.  «Синичкин день».  День видимого дыхания на холоде. 
13.11;Всемирный день доброты.  День рождения сосиски.  День собирания ключей и монеток. 
14.11;День расслабленности и беззаботности.  День общения с духом вечера.  Праздник разбитых фонарей.  Международный день скороговорок. 
15.11;День молочных коктейлей.  День шоколадного кекса. 
16.11;Праздник суточного застолья.  День нанизывания бисера.  Международный день толерантности. 
17.11;Международный день студентов.  День защиты чёрных котов и кошек.  День знакомства с новым чаем.  Всемирный день рекордов Гиннесса. 
18.11;День рождения Деда Мороза.  День отказа от курения.  День придумывания секретов.  День кнопочного телефона.  День Микки Мауса. 
19.11;Международный мужской день.  День запаха свежего хлеба.  Всемирный день туалета.  День плюшевого мишки в России.  День брызг. 
20.11;Прекрасный день.  Всемирный день ребёнка.  День перевоплощений.  День трамвайных поездок. 
21.11;Всемирный день приветствия.  День светящихся окошек.  Всемирный день телевидения.  День без музыки. 
22.11;День сыновей.  День психолога.  День отогревания в кофейнях.  День словарей и энциклопедий. 
23.11;День вставания с той ноги.  Международный день акварели.  Праздник собак и доброты «Wolfenoot».  Международный день борьбы с безнаказанностью.  День Фибоначчи. 
24.11;День моржа.  День угощения домовых молоком.  День эволюции. 
25.11;День смотрения по сторонам.  День расплывных лиц. 
26.11;День переворачивания мира.  Чёрная пятница.  Всемирный день информации.  Международный день сапожника.  Всемирный день отказа от покупок. 
27.11;День поддержки черепах.  День слушания музыки вечернего города. 
28.11;День матери.  День пьяного ёжика.  День придумывания новых слов.  Всемирный день сострадания. 
29.11;День буквы Ё.  День любителя острых ощущений.  Мостодень (день мостов).  День «Клиент не всегда прав».  День электронных поздравлений. 
30.11;International Sex Day.  Праздник неглиже.  Всемирный день домашних животных.  Международный день юбки.  День «Оставайтесь дома.  потому что вы здоровы». 
01.12;День белой козы.  Всероссийский день хоккея.  День особенных детей.  День Антарктиды. 
02.12;День пушистой нежности.  День фортуны.  Всемирный день компьютерной грамотности. 
03.12;День положительных ответов.  День памяти богатыря Святогора.  Всемирный день компьютерной 3D-графики.  День рождения SMS.
04.12;Международный день объятий.  День душистых носков.  День заказа подарков Деду Морозу.  День угощения птиц и белок. 
05.12;Самый несносный день в году.  Всемирный день ниндзя.  День поющих звезд. 
06.12;День рождения микроволновой печи.  День рыжих мыслей.  День рождения Санта-Клауса.  День ёлки с варежками. 
07.12;День собутыльника.  День любителей поспать.  День кисельных девиц. 
08.12;День художника.  День Великого Незнания.  День путешественника во времени.  Убили Джона Леннона. 
09.12;День оживления.  День рождения компьютерной мыши.  День рождения Оле-Лукойе.  День рождественской открытки. 
10.12;День сидения на окне.  Всемирный день прав человека.  Всемирный день футбола. 
11.12;День северного сияния в холодильнике.  Международный день гор.  Международный день танго. 
12.12;День почёсывания за ухом.  Международный день «Хеви-метал».  Мировой день зажжённых свечей. 
13.12;Праздник живота.  День медведя.  День ванильного неба. 
14.12;День обезьян.  День выпускания птиц души. 
15.12;День чая.  Ночь валяния под лавкой.  День приручения уличных фонарей. 
16.12;День лохматых.  День покорения вершин.  День мировой немоты и тишины. 
17.12;Праздник выкаблучников •.  Праздник утренних иллюзий.  День ванных флотилий.  День аутсайдера. 
18.12;День сворачивания в клубочек.  День признательности снежинкам. 
19.12;День скрещивания пальцев.  День рождения линолеума.  День скиппинга. 
20.12;Праздник радостной песни.  День куриного рождества.  День игр.  День баночной тусовки.  День карманных вселенных. 
21.12;День всемирного наслаждения.  День зимнего солнцестояния.  День горячего шоколада.  День пожимания лап.  День рождения баскетбола.  День рождения кроссворда. 
22.12;День наступления ночи.  День бардовской песни. 
23.12;День снежных ангелов.  Праздник человеческого света.  Всемирный день сноубординг. 
24.12;День варежки.  День путешествий по витринам. 
25.12;День дарения ёлочных праздничных шаров.  День гравимассы. 
26.12;День охоты на сны.  День подарков.  Праздник глубокого снега. 
27.12;День соблазнения.  День шиворот-навыворот.  День вырезания снежинки из бумаги.  День «Сходи в зоопарк». 
28.12;Международный день кино.  День продолжения банкета.  День поиска северного оленя. 
29.12;День «Ещё столько всего надо сделать!».  День розыска забытых благодарностей.  Международный день виолончели. 
30.12;День заворачивания подарков.  Праздник необыкновенных изменений в последнюю минуту. 
31.12;Канун Нового года.  День принятия решения.  Несчастливый день.  День троп.  усыпанных конфетти и блёстками.  День всеобщего часа мира.  
